date,CNYclose
2015-03-17,6.2495
2015-03-18,6.2294
2015-03-19,6.196
2015-03-20,6.2052
2015-03-23,6.214
2015-03-24,6.2051
2015-03-25,6.2121
2015-03-26,6.2108
2015-03-27,6.215
2015-03-30,6.207
2015-03-31,6.1995
2015-04-01,6.1985
2015-04-02,6.197
2015-04-03,6.1935
2015-04-07,6.196
2015-04-08,6.2025
2015-04-09,6.2055
2015-04-10,6.2085
2015-04-13,6.2167
2015-04-14,6.2115
2015-04-15,6.2052
2015-04-16,6.1962
2015-04-17,6.1978
2015-04-20,6.201
2015-04-21,6.201
2015-04-22,6.194
2015-04-23,6.197
2015-04-24,6.1935
2015-04-27,6.219
2015-04-28,6.204
2015-04-29,6.1993
2015-04-30,6.2028
2015-05-01,6.2028
2015-05-04,6.209
2015-05-05,6.206
2015-05-06,6.2004
2015-05-07,6.2066
2015-05-08,6.2094
2015-05-11,6.2096
2015-05-12,6.2089
2015-05-13,6.2046
2015-05-14,6.2016
2015-05-15,6.2061
2015-05-18,6.2043
2015-05-19,6.2066
2015-05-20,6.2037
2015-05-21,6.1968
2015-05-22,6.1974
2015-05-25,6.202
2015-05-26,6.2039
2015-05-27,6.2013
2015-05-28,6.2012
2015-05-29,6.1983
2015-06-01,6.1995
2015-06-02,6.1982
2015-06-03,6.1978
2015-06-04,6.2011
2015-06-05,6.2034
2015-06-08,6.2056
2015-06-09,6.2057
2015-06-10,6.2058
2015-06-11,6.2066
2015-06-12,6.2083
2015-06-15,6.209
2015-06-16,6.2085
2015-06-17,6.2096
2015-06-18,6.2078
2015-06-19,6.2095
2015-06-22,6.2095
2015-06-23,6.2068
2015-06-24,6.2071
2015-06-25,6.2094
2015-06-26,6.209
2015-06-29,6.2088
2015-06-30,6.201
2015-07-01,6.2014
2015-07-02,6.2047
2015-07-03,6.2057
2015-07-06,6.2091
2015-07-07,6.21
2015-07-08,6.2089
2015-07-09,6.2088
2015-07-10,6.2092
2015-07-13,6.2084
2015-07-14,6.2089
2015-07-15,6.2092
2015-07-16,6.2095
2015-07-17,6.2095
2015-07-20,6.2097
2015-07-21,6.2096
2015-07-22,6.2094
2015-07-23,6.2095
2015-07-24,6.2096
2015-07-27,6.2095
2015-07-28,6.2094
2015-07-29,6.209
2015-07-30,6.2096
2015-07-31,6.2097
2015-08-03,6.2097
2015-08-04,6.2096
2015-08-05,6.2096
2015-08-06,6.2097
2015-08-07,6.2097
2015-08-10,6.2096
2015-08-11,6.3248
2015-08-12,6.387
2015-08-13,6.3988
2015-08-14,6.3918
2015-08-17,6.3947
2015-08-18,6.3938
2015-08-19,6.3958
2015-08-20,6.389
2015-08-21,6.3888
2015-08-24,6.4044
2015-08-25,6.4129
2015-08-26,6.411
2015-08-27,6.4053
2015-08-28,6.3885
2015-08-31,6.3764
2015-09-01,6.3645
2015-09-02,6.3559
2015-09-03,6.3559
2015-09-07,6.3659
2015-09-08,6.3672
2015-09-09,6.3778
2015-09-10,6.3772
2015-09-11,6.375
2015-09-14,6.3679
2015-09-15,6.37
2015-09-16,6.3709
2015-09-17,6.366
2015-09-18,6.3643
2015-09-21,6.3691
2015-09-22,6.376
2015-09-23,6.3837
2015-09-24,6.3833
2015-09-25,6.3741
2015-09-28,6.3688
2015-09-29,6.3636
2015-09-30,6.3571
2015-10-01,6.356
2015-10-02,6.356
2015-10-05,6.356
2015-10-08,6.3535
2015-10-09,6.3453
2015-10-12,6.323
2015-10-13,6.3423
2015-10-14,6.3477
2015-10-15,6.3462
2015-10-16,6.3529
2015-10-19,6.3601
2015-10-20,6.3484
2015-10-21,6.3493
2015-10-22,6.358
2015-10-23,6.3491
2015-10-26,6.3532
2015-10-27,6.3532
2015-10-28,6.3592
2015-10-29,6.3567
2015-10-30,6.3181
2015-11-02,6.3374
2015-11-03,6.3361
2015-11-04,6.3359
2015-11-05,6.3461
2015-11-06,6.3528
2015-11-09,6.3619
2015-11-10,6.3603
2015-11-11,6.367
2015-11-12,6.369
2015-11-13,6.3735
2015-11-16,6.37
2015-11-17,6.37
2015-11-18,6.3834
2015-11-19,6.3825
2015-11-20,6.3835
2015-11-23,6.389
2015-11-24,6.3882
2015-11-25,6.3875
2015-11-26,6.3875
2015-11-27,6.3875
2015-11-30,6.398
2015-12-01,6.3985
2015-12-02,6.3987
2015-12-03,6.397
2015-12-04,6.4005
2015-12-07,6.408
2015-12-08,6.4162
2015-12-09,6.4162
2015-12-10,6.4363
2015-12-11,6.4538
2015-12-14,6.4588
2015-12-15,6.46
2015-12-16,6.4722
2015-12-17,6.4822
2015-12-18,6.48
2015-12-21,6.4793
2015-12-22,6.4778
2015-12-23,6.4763
2015-12-24,6.4758
2015-12-25,6.4758
2015-12-28,6.487
2015-12-29,6.4832
2015-12-30,6.4895
2015-12-31,6.4895
2016-01-01,6.4895
2016-01-04,6.5338
2016-01-05,6.5219
2016-01-06,6.5545
2016-01-07,6.5998
2016-01-08,6.592
2016-01-11,6.572
2016-01-12,6.5765
2016-01-13,6.574
2016-01-14,6.5897
2016-01-15,6.5835
2016-01-18,6.578
2016-01-19,6.577
2016-01-20,6.5788
2016-01-21,6.5792
2016-01-22,6.578
2016-01-25,6.579
2016-01-26,6.5813
2016-01-27,6.5775
2016-01-28,6.576
2016-01-29,6.575
2016-02-01,6.5782
2016-02-02,6.5794
2016-02-03,6.5773
2016-02-04,6.5738
2016-02-05,6.57
2016-02-08,6.571
2016-02-09,6.571
2016-02-10,6.571
2016-02-11,6.571
2016-02-12,6.571
2016-02-15,6.4943
2016-02-16,6.513
2016-02-17,6.5265
2016-02-18,6.516
2016-02-19,6.5204
2016-02-22,6.521
2016-02-23,6.5265
2016-02-24,6.5354
2016-02-25,6.5315
2016-02-26,6.5369
2016-02-29,6.551
2016-03-01,6.548
2016-03-02,6.5508
2016-03-03,6.536
2016-03-04,6.5175
2016-03-07,6.515
2016-03-08,6.5043
2016-03-09,6.5127
2016-03-10,6.5102
2016-03-11,6.494
2016-03-14,6.4945
2016-03-15,6.513
2016-03-16,6.5188
2016-03-17,6.4785
2016-03-18,6.4682
2016-03-21,6.4812
2016-03-22,6.488
2016-03-23,6.5035
2016-03-24,6.511
2016-03-25,6.511
2016-03-28,6.505
2016-03-29,6.508
2016-03-30,6.4648
2016-03-31,6.4538
2016-04-01,6.4775
2016-04-04,6.4776
2016-04-05,6.476
2016-04-06,6.486
2016-04-07,6.47
2016-04-08,6.4735
2016-04-11,6.458
2016-04-12,6.4605
2016-04-13,6.4715
2016-04-14,6.478
2016-04-15,6.4728
2016-04-18,6.477
2016-04-19,6.468
2016-04-20,6.4672
2016-04-21,6.474
2016-04-22,6.5004
2016-04-25,6.49
2016-04-26,6.4905
2016-04-27,6.494
2016-04-28,6.4735
2016-04-29,6.4738
2016-05-02,6.4738
2016-05-03,6.4832
2016-05-04,6.497
2016-05-05,6.5032
2016-05-06,6.4968
2016-05-09,6.514
2016-05-10,6.515
2016-05-11,6.491
2016-05-12,6.515
2016-05-13,6.5285
2016-05-16,6.5184
2016-05-17,6.517
2016-05-18,6.5369
2016-05-19,6.545
2016-05-20,6.5478
2016-05-23,6.5533
2016-05-24,6.5552
2016-05-25,6.5538
2016-05-26,6.556
2016-05-27,6.5607
2016-05-30,6.5607
2016-05-31,6.5775
2016-06-01,6.5748
2016-06-02,6.5815
2016-06-03,6.5638
2016-06-06,6.5644
2016-06-07,6.571
2016-06-08,6.569
2016-06-09,6.559
2016-06-10,6.559
2016-06-13,6.5822
2016-06-14,6.593
2016-06-15,6.5785
2016-06-16,6.586
2016-06-17,6.5893
2016-06-20,6.5768
2016-06-21,6.589
2016-06-22,6.575
2016-06-23,6.574
2016-06-24,6.615
2016-06-27,6.648
2016-06-28,6.645
2016-06-29,6.634
2016-06-30,6.6459
2016-07-01,6.6575
2016-07-04,6.6547
2016-07-05,6.6714
2016-07-06,6.69
2016-07-07,6.679
2016-07-08,6.6873
2016-07-11,6.6877
2016-07-12,6.6876
2016-07-13,6.6855
2016-07-14,6.68
2016-07-15,6.681
2016-07-18,6.6984
2016-07-19,6.694
2016-07-20,6.676
2016-07-21,6.6754
2016-07-22,6.6876
2016-07-25,6.6798
2016-07-26,6.669
2016-07-27,6.6699
2016-07-28,6.6552
2016-07-29,6.637
2016-08-01,6.6423
2016-08-02,6.6247
2016-08-03,6.6342
2016-08-04,6.6394
2016-08-05,6.653
2016-08-08,6.6605
2016-08-09,6.653
2016-08-10,6.6345
2016-08-11,6.639
2016-08-12,6.6324
2016-08-15,6.6362
2016-08-16,6.6253
2016-08-17,6.6328
2016-08-18,6.6299
2016-08-19,6.6515
2016-08-22,6.6482
2016-08-23,6.6384
2016-08-24,6.6545
2016-08-25,6.6553
2016-08-26,6.6688
2016-08-29,6.6804
2016-08-30,6.6783
2016-08-31,6.6775
2016-09-01,6.6713
2016-09-02,6.6794
2016-09-05,6.6794
2016-09-06,6.6722
2016-09-07,6.66
2016-09-08,6.664
2016-09-09,6.664
2016-09-12,6.68
2016-09-13,6.6782
2016-09-14,6.6725
2016-09-15,6.6707
2016-09-16,6.6705
2016-09-19,6.665
2016-09-20,6.6719
2016-09-21,6.6695
2016-09-22,6.6647
2016-09-23,6.6688
2016-09-26,6.6688
2016-09-27,6.6685
2016-09-28,6.673
2016-09-29,6.6672
2016-09-30,6.6685
2016-10-03,6.6685
2016-10-04,6.6691
2016-10-05,6.6691
2016-10-06,6.6685
2016-10-07,6.6684
2016-10-10,6.705
2016-10-11,6.718
2016-10-12,6.718
2016-10-13,6.7269
2016-10-14,6.7247
2016-10-17,6.7374
2016-10-18,6.74
2016-10-19,6.7379
2016-10-20,6.7439
2016-10-21,6.7654
2016-10-24,6.7717
2016-10-25,6.778
2016-10-26,6.7705
2016-10-27,6.7811
2016-10-28,6.7758
2016-10-31,6.7735
2016-11-01,6.763
2016-11-02,6.7544
2016-11-03,6.761
2016-11-04,6.7535
2016-11-07,6.774
2016-11-08,6.7838
2016-11-09,6.7769
2016-11-10,6.812
2016-11-11,6.809
2016-11-14,6.8445
2016-11-15,6.8555
2016-11-16,6.877
2016-11-17,6.87
2016-11-18,6.8873
2016-11-21,6.8918
2016-11-22,6.888
2016-11-23,6.9048
2016-11-24,6.9048
2016-11-25,6.9129
2016-11-28,6.9052
2016-11-29,6.8933
2016-11-30,6.8913
2016-12-01,6.8829
2016-12-02,6.883
2016-12-05,6.8775
2016-12-06,6.879
2016-12-07,6.878
2016-12-08,6.877
2016-12-09,6.9041
2016-12-12,6.9044
2016-12-13,6.8983
2016-12-14,6.9024
2016-12-15,6.9409
2016-12-16,6.9569
2016-12-19,6.9505
2016-12-20,6.9469
2016-12-21,6.9389
2016-12-22,6.9472
2016-12-23,6.9431
2016-12-26,6.9479
2016-12-27,6.949
2016-12-28,6.9558
2016-12-29,6.9534
2016-12-30,6.9429
2017-01-02,6.9429
2017-01-03,6.9574
2017-01-04,6.9321
2017-01-05,6.8869
2017-01-06,6.9175
2017-01-09,6.9349
2017-01-10,6.9179
2017-01-11,6.9364
2017-01-12,6.8889
2017-01-13,6.8984
2017-01-16,6.8985
2017-01-17,6.8519
2017-01-18,6.8359
2017-01-19,6.8679
2017-01-20,6.8728
2017-01-23,6.8513
2017-01-24,6.8554
2017-01-25,6.8811
2017-01-26,6.8767
2017-01-27,6.8767
2017-01-30,6.8767
2017-01-31,6.8767
2017-02-01,6.8767
2017-02-02,6.8465
2017-02-03,6.8649
2017-02-06,6.8599
2017-02-07,6.882
2017-02-08,6.8699
2017-02-09,6.8659
2017-02-10,6.8774
2017-02-13,6.8775
2017-02-14,6.8648
2017-02-15,6.8684
2017-02-16,6.8516
2017-02-17,6.8639
2017-02-20,6.8759
2017-02-21,6.8809
2017-02-22,6.8764
2017-02-23,6.8621
2017-02-24,6.8644
2017-02-27,6.8674
2017-02-28,6.8664
2017-03-01,6.881
2017-03-06,6.8954
2017-03-09,6.9085
2017-03-10,6.9081
2017-03-13,6.9114
2017-03-15,6.9131
2017-03-16,6.8949
2017-03-20,6.9049
2017-03-22,6.8784
2017-03-23,6.8842
2017-03-27,6.8686
2017-03-29,6.8899
2017-03-30,6.8869
2017-03-31,6.8831
2017-04-03,6.8831
2017-04-04,6.8831
2017-04-05,6.8919
2017-04-06,6.8954
2017-04-07,6.8977
2017-04-10,6.8987
2017-04-11,6.9029
2017-04-12,6.8914
2017-04-13,6.8864
2017-04-14,6.8834
2017-04-17,6.8799
2017-04-18,6.8777
2017-04-19,6.8859
2017-04-20,6.8822
2017-04-21,6.8844
2017-04-24,6.8839
2017-04-25,6.8823
2017-04-26,6.8917
2017-04-27,6.8957
2017-04-28,6.8899
2017-05-01,6.8899
2017-05-02,6.8948
2017-05-03,6.8967
2017-05-04,6.8958
2017-05-05,6.9022
2017-05-08,6.9044
2017-05-09,6.9059
2017-05-10,6.901
2017-05-11,6.9022
2017-05-12,6.8971
2017-05-15,6.8899
2017-05-16,6.8842
2017-05-17,6.876
2017-05-18,6.8879
2017-05-19,6.8829
2017-05-22,6.8827
2017-05-23,6.8899
2017-05-24,6.8882
2017-05-25,6.8688
2017-05-26,6.8524
2017-05-29,6.8524
2017-05-31,6.8155
2017-06-01,6.8028
2017-06-02,6.8084
2017-06-05,6.8029
2017-06-06,6.7944
2017-06-07,6.7944
2017-06-08,6.8002
2017-06-09,6.7969
2017-06-12,6.7973
2017-06-13,6.798
2017-06-14,6.7887
2017-06-15,6.806
2017-06-16,6.8096
2017-06-19,6.8179
2017-06-20,6.8291
2017-06-21,6.8274
2017-06-22,6.8348
2017-06-23,6.8344
2017-06-26,6.8381
2017-06-27,6.8101
2017-06-28,6.7983
2017-06-29,6.7845
2017-06-30,6.7792
2017-07-03,6.7983
2017-07-04,6.7984
2017-07-05,6.8014
2017-07-06,6.8014
2017-07-07,6.8038
2017-07-10,6.8035
2017-07-11,6.8024
2017-07-12,6.7864
2017-07-13,6.7834
2017-07-14,6.774
2017-07-17,6.7689
2017-07-18,6.745
2017-07-19,6.755
2017-07-20,6.7569
2017-07-21,6.7662
2017-07-24,6.7511
2017-07-25,6.7494
2017-07-26,6.7529
2017-07-27,6.7409
2017-07-28,6.7374
2017-07-31,6.7239
2017-08-01,6.7181
2017-08-02,6.7199
2017-08-03,6.7149
2017-08-04,6.7271
2017-08-07,6.7206
2017-08-08,6.7048
2017-08-09,6.6719
2017-08-10,6.6459
2017-08-11,6.6647
2017-08-14,6.6694
2017-08-15,6.6844
2017-08-16,6.6899
2017-08-17,6.6754
2017-08-18,6.6699
2017-08-21,6.6629
2017-08-22,6.6599
2017-08-23,6.657
2017-08-24,6.6619
2017-08-25,6.6464
2017-08-28,6.6083
2017-08-29,6.594
2017-08-30,6.5919
2017-08-31,6.5888
2017-09-01,6.5551
2017-09-04,6.5268
2017-09-05,6.5344
2017-09-06,6.522
2017-09-07,6.4829
2017-09-08,6.4772
2017-09-11,6.5253
2017-09-12,6.5333
2017-09-13,6.5405
2017-09-14,6.5535
2017-09-15,6.5499
2017-09-18,6.5724
2017-09-19,6.5799
2017-09-20,6.57
2017-09-21,6.586
2017-09-22,6.5898
2017-09-25,6.6211
2017-09-26,6.637
2017-09-27,6.6424
2017-09-28,6.659
2017-09-29,6.6532
2017-10-02,6.6532
2017-10-03,6.6532
2017-10-04,6.6532
2017-10-05,6.6532
2017-10-06,6.6532
2017-10-09,6.6234
2017-10-10,6.5717
2017-10-11,6.5869
2017-10-12,6.5856
2017-10-13,6.5784
2017-10-16,6.5898
2017-10-17,6.6219
2017-10-18,6.6274
2017-10-19,6.6125
2017-10-20,6.6184
2017-10-23,6.6379
2017-10-24,6.6334
2017-10-25,6.6349
2017-10-26,6.6391
2017-10-27,6.6497
2017-10-30,6.6439
2017-10-31,6.6327
2017-11-01,6.6029
2017-11-02,6.6089
2017-11-03,6.6359
2017-11-06,6.6338
2017-11-07,6.638
2017-11-08,6.6248
2017-11-09,6.6377
2017-11-10,6.6398
2017-11-13,6.6384
2017-11-14,6.6349
2017-11-15,6.6199
2017-11-16,6.6272
2017-11-17,6.6267
2017-11-20,6.6299
2017-11-21,6.6265
2017-11-22,6.6103
2017-11-23,6.5835
2017-11-24,6.5997
2017-11-27,6.5966
2017-11-28,6.6076
2017-11-29,6.609
2017-11-30,6.6089
2017-12-01,6.6136
2017-12-04,6.6184
2017-12-05,6.6169
2017-12-06,6.6135
2017-12-07,6.6172
2017-12-08,6.6198
2017-12-11,6.6174
2017-12-12,6.6215
2017-12-13,6.6127
2017-12-14,6.609
2017-12-15,6.6087
2017-12-18,6.6149
2017-12-19,6.6034
2017-12-20,6.577
2017-12-21,6.5832
2017-12-22,6.5749
2017-12-25,6.5397
2017-12-26,6.5379
2017-12-27,6.5559
2017-12-28,6.5334
2017-12-29,6.5062
2018-01-03,6.5009
2018-01-04,6.4914
2018-01-05,6.487
2018-01-08,6.4969
2018-01-09,6.5262
2018-01-10,6.5054
2018-01-11,6.4955
2018-01-12,6.46
2018-01-15,6.4371
2018-01-16,6.4394
2018-01-17,6.4329
2018-01-18,6.4174
2018-01-19,6.404
2018-01-22,6.4034
2018-01-23,6.3999
2018-01-24,6.3649
2018-01-25,6.3188
2018-01-26,6.3198
2018-01-29,6.3327
2018-01-30,6.3198
2018-01-31,6.284
2018-02-01,6.2968
2018-02-02,6.298
2018-02-05,6.2849
2018-02-06,6.2833
2018-02-07,6.2648
2018-02-08,6.3221
2018-02-09,6.295
2018-02-12,6.3249
2018-02-13,6.3379
2018-02-14,6.3437
2018-02-15,6.3437
2018-02-16,6.3435
2018-02-19,6.3482
2018-02-20,6.3437
2018-02-21,6.3437
2018-02-22,6.347
2018-02-23,6.3328
2018-02-26,6.3114
2018-02-27,6.3168
2018-02-28,6.3279
2018-03-01,6.3564
2018-03-02,6.3427
2018-03-05,6.349
2018-03-06,6.3092
2018-03-07,6.3224
2018-03-08,6.3388
2018-03-09,6.3284
2018-03-12,6.326
2018-03-13,6.3179
2018-03-14,6.314
2018-03-15,6.3201
2018-03-16,6.3299
2018-03-19,6.328
2018-03-20,6.332
2018-03-21,6.3199
2018-03-22,6.335
2018-03-23,6.3109
2018-03-26,6.2705
2018-03-27,6.2805
2018-03-28,6.2954
2018-03-29,6.2875
2018-03-30,6.2728
2018-04-02,6.2804
2018-04-03,6.2898
2018-04-04,6.3051
2018-04-05,6.3051
2018-04-06,6.3044
2018-04-09,6.3034
2018-04-10,6.2807
2018-04-11,6.2654
2018-04-12,6.289
2018-04-13,6.2724
2018-04-16,6.2751
2018-04-17,6.2825
2018-04-18,6.2743
2018-04-19,6.2766
2018-04-20,6.2944
2018-04-23,6.315
2018-04-24,6.3034
2018-04-25,6.3241
2018-04-26,6.3339
2018-04-27,6.3324
2018-04-30,6.3324
2018-05-01,6.3325
2018-05-02,6.3609
2018-05-03,6.3536
2018-05-04,6.3627
2018-05-07,6.3642
2018-05-08,6.3706
2018-05-09,6.3584
2018-05-10,6.3467
2018-05-11,6.3313
2018-05-14,6.3359
2018-05-15,6.3777
2018-05-16,6.3705
2018-05-17,6.3644
2018-05-18,6.38
2018-05-21,6.3834
2018-05-22,6.366
2018-05-23,6.3884
2018-05-24,6.3758
2018-05-25,6.3902
2018-05-28,6.3979
2018-05-29,6.4161
2018-05-30,6.4189
2018-05-31,6.4095
2018-06-01,6.4179
2018-06-04,6.4049
2018-06-05,6.406
2018-06-06,6.3859
2018-06-07,6.3896
2018-06-08,6.403
2018-06-11,6.4017
2018-06-12,6.3991
2018-06-13,6.3959
2018-06-14,6.3979
2018-06-15,6.438
2018-06-18,6.4378
2018-06-19,6.4801
2018-06-20,6.4712
2018-06-21,6.4899
2018-06-22,6.5026
2018-06-25,6.5385
2018-06-26,6.5768
2018-06-27,6.6058
2018-06-28,6.6246
2018-06-29,6.617
2018-07-02,6.6631
2018-07-03,6.64
2018-07-04,6.6289
2018-07-05,6.634
2018-07-06,6.6395
2018-07-09,6.6122
2018-07-10,6.6315
2018-07-11,6.6801
2018-07-12,6.6678
2018-07-13,6.6917
2018-07-16,6.6911
2018-07-17,6.7065
2018-07-18,6.7189
2018-07-19,6.7751
2018-07-20,6.7697
2018-07-23,6.7986
2018-07-24,6.7928
2018-07-25,6.7697
2018-07-26,6.7928
2018-07-27,6.8133
2018-07-30,6.8155
2018-07-31,6.8167
2018-08-01,6.823
2018-08-02,6.8428
2018-08-03,6.827
2018-08-06,6.8535
2018-08-07,6.8314
2018-08-08,6.8355
2018-08-09,6.821
2018-08-10,6.8467
2018-08-13,6.8912
2018-08-14,6.8842
2018-08-15,6.9348
2018-08-16,6.8853
2018-08-17,6.8775
2018-08-20,6.8577
2018-08-21,6.8472
2018-08-22,6.8418
2018-08-23,6.8778
2018-08-24,6.8105
2018-08-27,6.8156
2018-08-28,6.8031
2018-08-29,6.8212
2018-08-30,6.8445
2018-08-31,6.8315
2018-09-03,6.8228
2018-09-04,6.8442
2018-09-05,6.83
2018-09-06,6.8355
2018-09-07,6.8438
2018-09-10,6.8555
2018-09-11,6.873
2018-09-12,6.8517
2018-09-13,6.8448
2018-09-14,6.8675
2018-09-17,6.857
2018-09-18,6.8616
2018-09-19,6.8483
2018-09-20,6.8468
2018-09-21,6.8571
2018-09-25,6.8675
2018-09-26,6.8786
2018-09-27,6.8903
2018-09-28,6.8688
2018-10-08,6.9307
2018-10-09,6.9228
2018-10-10,6.9242
2018-10-11,6.8899
2018-10-12,6.922
2018-10-15,6.9168
2018-10-16,6.912
2018-10-17,6.9275
2018-10-18,6.9376
2018-10-19,6.929
2018-10-22,6.9475
2018-10-23,6.938
2018-10-24,6.944
2018-10-25,6.9489
2018-10-26,6.9435
2018-10-29,6.9622
2018-10-30,6.9672
2018-10-31,6.9757
2018-11-01,6.9234
2018-11-02,6.8907
2018-11-05,6.9257
2018-11-06,6.9194
2018-11-07,6.92
2018-11-08,6.9345
2018-11-09,6.9567
2018-11-12,6.9636
2018-11-13,6.956
2018-11-14,6.9505
2018-11-15,6.9392
2018-11-16,6.938
2018-11-19,6.942
2018-11-20,6.9453
2018-11-21,6.927
2018-11-22,6.932
2018-11-23,6.9485
2018-11-26,6.9408
2018-11-27,6.9515
2018-11-28,6.9539
2018-11-29,6.9425
2018-11-30,6.9605
2018-12-03,6.883
2018-12-04,6.836
2018-12-05,6.8568
2018-12-06,6.8827
2018-12-07,6.8743
2018-12-10,6.9117
2018-12-11,6.9
2018-12-12,6.88
2018-12-13,6.8816
2018-12-14,6.9076
2018-12-17,6.8972
2018-12-18,6.8953
2018-12-19,6.8911
2018-12-20,6.885
2018-12-21,6.9065
2018-12-24,6.8991
2018-12-25,6.8871
2018-12-26,6.8854
2018-12-27,6.8663
2018-12-28,6.8785
2019-01-02,6.862
2019-01-03,6.8721
2019-01-04,6.8692
2019-01-07,6.851
2019-01-08,6.8532
2019-01-09,6.816
2019-01-10,6.7882
2019-01-11,6.763
2019-01-14,6.7681
2019-01-15,6.761
2019-01-16,6.7568
2019-01-17,6.7764
2019-01-18,6.7773
2019-01-21,6.798
2019-01-22,6.808
2019-01-23,6.792
2019-01-24,6.7885
2019-01-25,6.7483
2019-01-28,6.7453
2019-01-29,6.7354
2019-01-30,6.7165
2019-01-31,6.7
2019-02-01,6.7448
2019-02-07,6.7451
2019-02-11,6.7923
2019-02-12,6.774
2019-02-13,6.7604
2019-02-14,6.772
2019-02-15,6.7732
2019-02-18,6.7667
2019-02-19,6.7587
2019-02-20,6.7213
2019-02-21,6.7226
2019-02-22,6.7137
2019-02-25,6.6891
2019-02-26,6.7002
2019-02-27,6.6872
2019-02-28,6.6941
2019-03-01,6.7062
2019-03-04,6.7073
2019-03-05,6.7076
2019-03-06,6.7112
2019-03-07,6.7149
2019-03-08,6.7214
2019-03-11,6.7265
2019-03-12,6.7086
2019-03-13,6.7071
2019-03-14,6.723
2019-03-15,6.7137
2019-03-18,6.713
2019-03-19,6.7119
2019-03-20,6.6945
2019-03-21,6.6993
2019-03-22,6.7182
2019-03-25,6.7094
2019-03-26,6.7157
2019-03-27,6.7271
2019-03-28,6.739
2019-03-29,6.7121
2019-04-01,6.7115
2019-04-02,6.7233
2019-04-03,6.7114
2019-04-04,6.717
2019-04-05,6.7079
2019-04-08,6.7164
2019-04-09,6.7119
2019-04-10,6.716
2019-04-11,6.7194
2019-04-12,6.7037
2019-04-15,6.7087
2019-04-16,6.7122
2019-04-17,6.6881
2019-04-18,6.709
2019-04-19,6.7042
2019-04-22,6.7139
2019-04-23,6.7259
2019-04-24,6.7219
2019-04-25,6.7435
2019-04-26,6.7288
2019-04-29,6.7336
2019-04-30,6.7348
2019-05-01,6.7343
2019-05-02,6.7345
2019-05-03,6.7354
2019-05-06,6.766
2019-05-07,6.7769
2019-05-08,6.7829
2019-05-09,6.8274
2019-05-10,6.8226
2019-05-13,6.8784
2019-05-14,6.8752
2019-05-15,6.8762
2019-05-16,6.8837
2019-05-17,6.9179
2019-05-20,6.9123
2019-05-21,6.902
2019-05-22,6.9063
2019-05-23,6.9105
2019-05-24,6.8989
